trade_date,price,amount,d1_origin_price,d1_price,yesterday_amount,p_banana_d1_price,p_banana_d1_amount,d5_avg_price
2014/9/2,27.1,19577,25.8,28.1,19616,24.9,3363,31.66
2014/9/3,27.5,18263,21,27.1,18079,25.6,4470,29.86
2014/9/4,24.6,24783,20.2,27.5,17867,23.2,3038,28.4
2014/9/5,21.9,23302,19.6,24.6,18768,25.8,3968,27.22
2014/9/6,21.6,22846,18.6,21.9,18650,24.4,4445,25.84
2014/9/7,21.1,22340,16.8,21.6,19577,22.5,4352,24.54
2014/9/8,22.1,19359,15.8,21.1,18263,24.2,2469,23.34
2014/9/11,21.5,22273,14,22.1,24783,26.3,931,22.26
2014/9/12,19,27810,13.6,21.5,23302,23.3,4419,21.64
2014/9/13,19.1,24483,12.8,19,22846,26.2,2481,21.06
2014/9/14,19.8,23904,12.8,19.1,22340,27.9,2595,20.56
2014/9/16,19.6,24159,12.8,19.8,19359,25.3,4435,20.3
2014/9/17,20.9,20270,11.6,19.6,22273,23.2,4506,19.8
2014/9/18,20.5,23190,11.4,20.9,27810,25,3302,19.68
2014/9/19,19.3,22329,12,20.5,24483,24.3,3000,19.98
2014/9/20,20.7,24625,12.2,19.3,23904,23.3,4393,20.02
2014/9/21,20.8,24576,12.6,20.7,24159,24.2,4724,20.2
2014/9/23,23.1,25115,12.5,20.8,20270,23.2,4470,20.44
2014/9/24,23.9,32656,13.4,23.1,23190,28.7,4333,20.88
2014/9/25,21.9,31187,14.6,23.9,22329,23.2,4906,21.56
2014/9/26,21.2,23631,13.6,21.9,24625,19.7,4004,22.08
2014/9/27,22.8,22023,15,21.2,24576,23,3732,22.18
2014/9/28,24.8,23212,15.8,22.8,25115,24.6,4127,22.58
2014/9/30,25.8,25456,16.2,24.8,32656,26.9,3266,22.92
2014/10/1,26,25260,18,25.8,31187,28.8,3873,23.3
2014/10/2,26.3,27973,18.17,26,23631,28,2829,24.12
2014/10/3,25.5,27403,18.67,26.3,22023,31.8,2813,25.14
2014/10/4,26,24589,19.67,25.5,23212,29.5,3729,25.68
2014/10/5,27.2,24131,20,26,25456,28.6,4127,25.92
2014/10/7,26.9,30027,20,27.2,25260,26,4078,26.2
2014/10/8,28.6,31270,20.67,26.9,27973,29.9,7770,26.38
2014/10/9,27.8,29152,20.83,28.6,27403,23.7,4587,26.84
2014/10/10,28.1,23538,22,27.8,24589,28.2,2818,27.3
2014/10/11,30.1,22614,21.83,28.1,24131,27.2,3570,27.72
2014/10/12,30.9,23019,22.83,30.1,30027,30.7,2882,28.3
2014/10/14,29.2,28792,23,30.9,31270,26.5,3601,29.1
2014/10/15,27.9,26282,25.33,29.2,29152,29.5,4833,29.22
2014/10/16,28.9,23542,24.83,27.9,23538,26.6,4270,29.24
2014/10/17,28.4,24058,25.83,28.9,22614,28.8,3322,29.4
2014/10/18,28.8,21554,26.5,28.4,23019,29.2,4115,29.06
2014/10/19,28.8,22744,27,28.8,28792,28,3755,28.64
2014/10/21,29.9,26992,27,28.8,26282,28.6,2846,28.56
2014/10/22,31.1,23222,25.5,29.9,23542,30.8,4863,28.96
2014/10/23,31.2,30473,25,31.1,24058,31.5,4403,29.4
2014/10/24,30.2,32335,24.67,31.2,21554,33.2,4584,29.96
2014/10/25,29.5,27218,25,30.2,22744,32.6,4770,30.24
2014/10/26,30.2,22839,25,29.5,26992,27.8,2925,30.38
2014/10/28,29.1,29899,23.83,30.2,23222,27.5,3129,30.44
2014/10/29,26.6,27477,17.67,29.1,30473,29.2,6089,30.04
2014/10/30,23,32559,15.67,26.6,32335,24.2,3751,29.12
2014/10/31,20.6,31533,13.83,23,27218,27.8,2879,27.68
2014/11/1,20.2,29358,11.33,20.6,22839,31.1,3556,25.9
2014/11/2,20.9,25518,11.4,20.2,29899,24.3,4082,23.9
2014/11/4,21.8,28539,10.6,20.9,27477,22.7,3191,22.26
2014/11/5,25.2,25628,10.4,21.8,32559,27.7,5709,21.3
2014/11/6,29.2,30806,10.6,25.2,31533,28,3184,21.74
2014/11/7,27.6,33641,11.6,29.2,29358,32.1,4615,23.46
2014/11/8,26.7,29202,12.6,27.6,25518,28,4236,24.94
2014/11/9,27.8,22487,13.6,26.7,28539,24.9,3045,26.1
2014/11/11,29.8,26730,14.6,27.8,25628,28.1,2616,27.3
2014/11/12,28.5,25431,19.8,29.8,30806,27.5,4579,28.22
2014/11/13,27.8,22593,20.6,28.5,33641,28.2,2750,28.08
2014/11/14,25.6,27836,20.4,27.8,29202,29.4,3171,28.12
2014/11/15,25.6,24441,22,25.6,22487,28.6,2952,27.9
2014/11/16,27.6,21269,21.4,25.6,26730,25.9,3353,27.46
2014/11/18,27.8,26838,20.6,27.6,25431,25.1,2671,27.02
2014/11/19,26.8,27722,18,27.8,22593,27.9,4270,26.88
2014/11/20,27.9,29068,17.8,26.8,27836,26.4,4003,26.68
2014/11/21,29.5,29436,18,27.9,24441,31.4,3095,27.14
2014/11/22,28.9,34170,18.2,29.5,21269,30.7,4891,27.92
2014/11/23,31.3,28521,19,28.9,26838,28.1,4549,28.18
2014/11/25,30.1,30403,18.2,31.3,27722,29.4,2147,28.88
2014/11/26,29.1,28651,19,30.1,29068,29,4253,29.54
2014/11/27,27.4,27190,19.2,29.1,29436,30,3265,29.78
2014/11/28,25.5,27855,19.8,27.4,34170,25.7,3874,29.36
2014/11/29,25.2,25829,20,25.5,28521,28.6,3818,28.68
2014/11/30,25.7,24866,20.6,25.2,30403,26.8,3565,27.46
2014/12/2,24.9,29407,20.2,25.7,28651,25.9,2400,26.58
2014/12/3,25.3,26594,19.8,24.9,27190,27.4,5724,25.74
2014/12/4,26.6,28576,19.6,25.3,27855,30.3,2911,25.32
2014/12/5,26.9,30459,19,26.6,25829,30.6,4122,25.54
2014/12/6,28,35605,18.6,26.9,24866,27.7,4020,25.88
2014/12/7,28.5,30600,18,28,29407,30.6,3961,26.34
2014/12/9,28.9,31531,17.2,28.5,26594,27.5,2347,27.06
2014/12/10,27.4,27181,16.6,28.9,28576,28.1,4352,27.78
2014/12/11,26,30243,16.4,27.4,30459,32.6,2611,27.94
2014/12/12,23.1,28948,16.4,26,35605,26.2,3176,27.76
2014/12/13,21,29207,15.8,23.1,30600,23.3,4227,26.78
2014/12/14,21.1,26451,15.6,21,31531,24.3,2916,25.28
2014/12/16,22.2,27836,15.6,21.1,27181,23.1,3407,23.72
2014/12/17,23.2,30829,15.2,22.2,30243,25.3,4466,22.68
2014/12/18,23.3,26643,15.2,23.2,28948,21.7,2416,22.12
2014/12/19,24.5,23715,15.6,23.3,29207,27.3,2076,22.16
2014/12/20,25,27304,16.8,24.5,26451,30.4,2396,22.86
2014/12/23,28,30478,17.8,25,27836,30.7,3144,23.64
2014/12/24,28,27693,19.8,28,30829,30.3,2185,24.8
2014/12/25,28.4,19440,20.8,28,26643,28.7,2221,25.76
2014/12/26,29.1,18780,21.8,28.4,23715,28.3,2042,26.78
2014/12/27,29.5,19739,23,29.1,27304,28,2909,27.7
2014/12/28,28.6,20044,24,29.5,30478,31.9,2472,28.6
2014/12/30,28.8,22795,24,28.6,27693,28.8,1584,28.72
2014/12/31,31.1,19997,26.2,28.8,19440,25.8,2959,28.88
2015/1/1,34.1,18420,28.8,31.1,18780,28.4,3011,29.42
2015/1/2,35,21552,28.8,34.1,19739,29.9,1681,30.42
2015/1/3,33.9,21249,30,35,20044,34.4,1584,31.52
2015/1/4,35.5,24610,30.4,33.9,22795,38,2020,32.58
2015/1/6,35.7,27482,30.8,35.5,19997,37.7,1345,33.92
2015/1/7,34.5,23697,30.2,35.7,18420,31.3,3597,34.84
2015/1/8,35.4,18204,30,34.5,21552,33.5,2074,34.92
2015/1/9,33.9,18815,30.8,35.4,21249,32.3,1933,35
2015/1/10,32.8,23721,30.8,33.9,24610,29.4,2674,35
2015/1/11,31.7,22942,30.4,32.8,27482,30.8,2667,34.46
2015/1/13,32.2,24555,30.2,31.7,23697,31.6,1781,33.66
2015/1/14,32.9,21490,32.4,32.2,18204,27.1,3440,33.2
2015/1/15,33.3,20294,33,32.9,18815,27.7,1880,32.7
2015/1/16,33.8,19936,32.8,33.3,23721,30.5,1586,32.58
2015/1/17,34.7,21420,33.8,33.8,22942,35.7,1852,32.78
2015/1/18,36.3,25113,32.4,34.7,24555,32.6,3419,33.38
2015/1/20,35.8,29668,32,36.3,21490,32.2,3549,34.2
2015/1/21,33.9,28203,32,35.8,20294,31.6,3805,34.78
2015/1/22,34.3,17610,31.6,33.9,19936,31.5,2018,34.9
2015/1/23,35,17829,31,34.3,21420,30.3,1665,35
2015/1/24,34.9,20458,31,35,25113,31.3,2418,35.06
2015/1/25,34.1,21232,31.4,34.9,29668,31.5,1720,34.78
2015/1/27,32.5,21535,31,34.1,28203,33.5,1794,34.44
2015/1/28,32.2,19360,31.4,32.5,17610,28.7,2384,34.16
2015/1/29,34.3,18288,32.2,32.2,17829,28.5,1666,33.74
2015/1/30,33.9,17250,32.4,34.3,20458,30.2,1929,33.6
2015/1/31,36.2,21396,32,33.9,21232,32.6,2542,33.4
2015/2/1,38,21681,32.2,36.2,21535,32.2,3197,33.82
2015/2/3,37.5,28080,32,38,19360,33.4,2551,34.92
2015/2/4,36.3,26158,32,37.5,18288,32,4427,35.98
2015/2/5,33,22396,32.4,36.3,17250,28.7,1656,36.38
2015/2/6,31.2,17195,32,33,21396,31.1,1813,36.2
2015/2/7,33.4,18772,32.8,31.2,21681,27.8,2565,35.2
2015/2/8,33.8,17209,33,33.4,28080,24.5,2549,34.28
2015/2/10,32.8,19680,32.8,33.8,26158,21.9,2046,33.54
2015/2/11,32.3,22271,33.6,32.8,22396,21.7,3741,32.84
2015/2/12,33,20537,35,32.3,17195,25.2,2264,32.7
2015/2/13,32.9,20501,35.2,33,18772,25.4,1811,33.06
2015/2/14,33.5,18585,35.2,32.9,17209,30.4,2025,32.96
2015/2/15,33.1,17145,35.4,33.5,19680,26.1,3096,32.9
2015/2/16,32.6,17843,34.6,33.1,22271,25.7,2540,32.96
2015/2/17,29,19671,34,32.6,20537,36.7,1508,33.02
2015/2/18,31.1,15007,35.2,29,20501,29.2,3702,32.22
2015/2/24,31.8,28921,35.6,31.1,18585,32.4,1332,31.86
2015/2/25,30.6,29706,36.6,31.8,17145,38.6,2656,31.52
2015/2/26,30.4,25531,36.6,30.6,17843,38,3857,31.02
2015/2/28,32.3,22678,37.2,30.4,19671,34.1,3153,30.58
2015/3/1,34.6,18338,37.4,32.3,15007,37.5,2954,31.24
2015/3/3,37.3,23977,37.4,34.6,28921,37.1,2082,31.94
2015/3/4,35.7,31277,34.2,37.3,29706,37.8,4421,33.04
2015/3/5,36.6,26895,32.4,35.7,25531,32.9,4927,34.06
2015/3/6,36.7,19121,31,36.6,22678,33.1,2925,35.3
2015/3/10,33.5,19987,28,36.7,18338,30.6,863,36.18
2015/3/11,30.4,30000,20.6,33.5,23977,31.2,5995,35.96
2015/3/12,29,22075,20.4,30.4,31277,29.4,3774,34.58
2015/3/13,28.1,20807,20,29,26895,26.5,3406,33.24
2015/3/14,31.1,19447,22,28.1,19121,28.2,3789,31.54
2015/3/15,33.3,22220,22.4,31.1,19987,28,3929,30.42
2015/3/17,30.9,24112,24,33.3,30000,35.6,2343,30.38
2015/3/18,30.7,21286,24.8,30.9,22075,27.7,4963,30.48
2015/3/19,36.7,22432,25.4,30.7,20807,28.8,4292,30.82
2015/3/20,35.6,31420,26.4,36.7,19447,29.4,4170,32.54
2015/3/21,33.3,26733,26.8,35.6,22220,30.8,2722,33.44
2015/3/22,32.8,21225,26.2,33.3,24112,32,2443,33.44
2015/3/24,37.5,23385,26.6,32.8,21286,35.1,1452,33.82
2015/3/25,35.1,20225,28.2,37.5,22432,29,4152,35.18
2015/3/26,32.9,21217,28.8,35.1,31420,32.7,2895,34.86
2015/3/27,29.5,24844,28.8,32.9,26733,29.9,2443,34.32
2015/3/28,26.8,25844,25.8,29.5,21225,27.8,3488,33.56
2015/3/29,29.4,23141,25,26.8,23385,29.4,3478,32.36
2015/3/31,32.7,27288,25,29.4,20225,28.6,2946,30.74
2015/4/1,30.2,30498,20.2,32.7,21217,29.3,4774,30.26
2015/4/2,28.7,30021,16.75,30.2,24844,30,4770,29.72
2015/4/3,26,39770,16.25,28.7,25844,34.2,3306,29.56
2015/4/4,24.3,29513,15.75,26,23141,29.4,4292,29.4
2015/4/7,22.7,39001,16.75,24.3,27288,34.1,2947,28.38
2015/4/8,21.9,27891,17.25,22.7,30498,32.8,4637,26.38
2015/4/9,22.5,24554,16,21.9,30021,37.7,3389,24.72
2015/4/10,22.4,27277,15.75,22.5,39770,33.6,3376,23.48
2015/4/11,23.9,23116,16.25,22.4,29513,29.8,4156,22.76
2015/4/12,24.9,24790,16,23.9,39001,29.5,4594,22.68
2015/4/14,24.9,30543,15.75,24.9,27891,24.9,3634,23.12
2015/4/15,23.9,35315,10,24.9,24554,27.7,5451,23.72
2015/4/16,22.9,31281,10,23.9,27277,29.4,3894,24
2015/4/17,22.2,32906,10,22.9,23116,29.8,2501,24.1
2015/4/18,22.6,34134,11,22.2,24790,33.3,2974,23.76
2015/4/19,23.2,34854,13,22.6,30543,31.6,3674,23.3
2015/4/21,23.3,35240,12.75,23.2,35315,33.4,3363,22.96
2015/4/22,23,26058,18.25,23.3,31281,32.8,4078,22.84
2015/4/23,23.9,27468,19.75,23,32906,34.3,1891,22.86
2015/4/24,25.3,28445,20,23.9,34134,40,2417,23.2
2015/4/25,26,23635,20,25.3,34854,33.3,4661,23.74
2015/4/26,26.8,26687,20,26,35240,33.4,3977,24.3
2015/4/28,27.7,26244,20.25,26.8,26058,33.5,3928,25
2015/4/29,28.2,24701,20.25,27.7,27468,31.1,5236,25.94
2015/4/30,28.6,26589,20.25,28.2,28445,32,3224,26.8
2015/5/1,27.8,31726,20.75,28.6,23635,33,3404,27.46
2015/5/2,26.7,32730,20.5,27.8,26687,34.8,3732,27.82
2015/5/3,26.6,31434,19.75,26.7,26244,33.3,4627,27.8
2015/5/5,26.1,31512,19.25,26.6,24701,36.7,2599,27.58
2015/5/6,24.1,29139,20,26.1,26589,35,3213,27.16
2015/5/7,23.7,28575,20.5,24.1,31726,37.7,2831,26.26
2015/5/8,25.6,24936,20.5,23.7,32730,38.2,3052,25.44
2015/5/9,27.4,26947,20.5,25.6,31434,35.2,4169,25.22
2015/5/10,27.4,26856,20.75,27.4,31512,34.3,5414,25.38
2015/5/12,25.4,30515,19.67,27.4,29139,29.4,5091,25.64
2015/5/13,25.3,25670,18,25.4,28575,31.7,3704,25.9
2015/5/14,25.4,28414,18,25.3,24936,32,2808,26.22
2015/5/15,24.8,26172,16.75,25.4,26947,34,2675,26.18
2015/5/16,24.3,31977,16.75,24.8,26856,36,3330,25.66
2015/5/17,24.8,30045,17,24.3,30515,37,4541,25.04
2015/5/19,27.4,32661,16.25,24.8,25670,35.6,3997,24.92
2015/5/20,26.1,29482,15.75,27.4,28414,34.4,4280,25.34
2015/5/21,22.9,29050,15.25,26.1,26172,34.6,3011,25.48
2015/5/22,21.7,27031,15,22.9,31977,37.1,2793,25.1
2015/5/23,22.5,30779,14.25,21.7,30045,34.7,3043,24.58
2015/5/24,22.7,26644,15.25,22.5,32661,37.9,2909,24.12
2015/5/26,22.8,30796,15.25,22.7,29482,35.2,3075,23.18
2015/5/27,23.7,25697,15.25,22.8,29050,33.9,4754,22.52
2015/5/28,23.2,29755,15.5,23.7,27031,32.7,3907,22.68
2015/5/29,21.8,26370,15.5,23.2,30779,34.6,3662,22.98
2015/5/30,25.3,22770,14.75,21.8,26644,31.5,4404,22.84
2015/5/31,27,27165,15.75,25.3,30796,33.6,5715,23.36
2015/6/2,26.3,32022,15.5,27,25697,33.6,3826,24.2
2015/6/3,26,27682,19,26.3,29755,34.1,4662,24.72
2015/6/4,24.4,24588,19.25,26,26370,31.1,4026,25.28
2015/6/5,23.3,25151,18.75,24.4,22770,34.4,3304,25.8
2015/6/6,22.9,22823,19,23.3,27165,27.4,4528,25.4
2015/6/7,21,25841,19.75,22.9,32022,27.5,4723,24.58
2015/6/9,22.8,26041,20.67,21,27682,24.8,4276,23.52
2015/6/10,22.6,23942,20.75,22.8,24588,25.7,6084,22.88
2015/6/11,20.9,26027,21.25,22.6,25151,25.6,4637,22.52
2015/6/12,19.9,25807,20,20.9,22823,27.4,3245,22.04
2015/6/13,20,22174,19,19.9,25841,25.9,4235,21.44
2015/6/14,21.8,23549,20,20,26041,26.5,4041,21.24
2015/6/16,21.3,31716,19,21.8,23942,27.5,4998,21.04
2015/6/17,17.5,33100,13.75,21.3,26027,27.3,6728,20.78
2015/6/18,16.1,29882,12.75,17.5,25807,25.7,4872,20.1
2015/6/19,15.4,25646,11.25,16.1,22174,24.6,3891,19.34
2015/6/20,15.1,27350,9.75,15.4,23549,23.9,5314,18.42
2015/6/23,14.8,35680,9,15.1,31716,23.8,3986,17.08
2015/6/24,15.2,26033,7.75,14.8,33100,25.5,5321,15.78
2015/6/25,13.5,30931,7.5,15.2,29882,23.6,4001,15.32
2015/6/26,12.7,26857,8.25,13.5,25646,22.7,3585,14.8
2015/6/27,12.3,26477,8.75,12.7,27350,23.9,3124,14.26
2015/6/28,13.1,24547,9.5,12.3,35680,22.6,4840,13.7
2015/6/30,14.1,32300,9.5,13.1,26033,23.7,3465,13.36
2015/7/1,13.8,27390,9.75,14.1,30931,22.5,5994,13.14
2015/7/2,13.5,23726,10,13.8,26857,24.7,3892,13.2
2015/7/3,14,19463,10,13.5,26477,22.1,3539,13.36
2015/7/4,14.5,21888,10.8,14,24547,20.6,3570,13.7
2015/7/5,16,20958,12,14.5,32300,20.1,4656,13.98
2015/7/7,16.5,24893,13.2,16,27390,21.1,4365,14.36
2015/7/8,16.8,24465,13.8,16.5,23726,19.9,7194,14.9
2015/7/9,16,22520,14.2,16.8,19463,17.4,5734,15.56
2015/7/10,14.1,20587,15.2,16,21888,20.9,3636,15.96
2015/7/11,15.8,19449,16,14.1,20958,18.3,2983,15.88
2015/7/12,17.9,17460,17.8,15.8,24893,19.7,3546,15.84
2015/7/14,19,24214,18,17.9,24465,18.7,3826,16.12
2015/7/15,21.5,24608,19.4,19,22520,19.7,8836,16.56
2015/7/16,21.8,26959,19.4,21.5,20587,20.8,5737,17.66
2015/7/17,22.3,23018,19.8,21.8,19449,20.9,4177,19.2
2015/7/18,25.6,18976,20.8,22.3,17460,19.7,3856,20.5
2015/7/19,25.5,17099,23.2,25.6,24214,21.1,3774,22.04
2015/7/21,24.1,22647,23.6,25.5,24608,21,4178,23.34
2015/7/22,26.2,17075,26.4,24.1,26959,20.4,4604,23.86
2015/7/23,27.1,18829,30.2,26.2,23018,21.1,6270,24.74
2015/7/24,28.1,19962,31,27.1,18976,20.5,4869,25.7
2015/7/25,26.5,19641,31.4,28.1,17099,19.9,3853,26.2
2015/7/26,25.9,17633,32.8,26.5,22647,21.3,4829,26.4
2015/7/28,27.3,23031,33,25.9,17075,20.7,4080,26.76
2015/7/29,27.3,25686,30,27.3,18829,22.8,5718,26.98
2015/7/30,27.3,25202,29.6,27.3,19962,23.8,5304,27.02
2015/7/31,27.6,21373,29.2,27.3,19641,26.9,3998,26.86
2015/8/1,26.1,19547,30.2,27.6,17633,25,3880,27.08
2015/8/2,26.6,17115,28,26.1,23031,27.1,2832,27.12
2015/8/4,28.8,22501,28,26.6,25686,28.4,4117,26.98
2015/8/5,28.4,19116,27.4,28.8,25202,25.8,5224,27.28
2015/8/6,28.8,20384,28.2,28.4,21373,27.1,3602,27.5
2015/8/7,27.9,21153,30.2,28.8,19547,25.6,5083,27.74
2015/8/8,25.2,17145,31,27.9,17115,26.9,5262,28.1
2015/8/9,23.9,8584,33.25,25.2,22501,22.8,6657,27.82
2015/8/11,27.7,22327,33.4,23.9,19116,25.4,689,26.84
2015/8/12,29.1,20921,35.2,27.7,20384,22.4,11428,26.7
2015/8/13,31.4,18962,35.6,29.1,21153,20.8,9239,26.76
2015/8/14,31.7,25089,36.4,31.4,17145,22.2,7322,27.46
2015/8/15,33,21766,37.2,31.7,8584,23,6281,28.76
2015/8/16,34.8,17847,37.8,33,22327,22.2,3956,30.58
2015/8/18,33.2,22682,37.8,34.8,20921,23.4,4485,32
2015/8/19,30,21936,38.8,33.2,18962,25.2,3857,32.82
2015/8/20,26.4,22737,39,30,25089,26,1791,32.54
2015/8/21,24.6,23536,39.6,26.4,21766,27,2281,31.48
2015/8/22,24.5,24396,40.2,24.6,17847,28,1257,29.8
2015/8/23,25.9,21861,40.4,24.5,22682,29.4,1765,27.74
2015/8/25,25.8,23980,40,25.9,21936,28.7,2343,26.28
2015/8/26,28.4,20775,38.6,25.8,22737,33,3575,25.44
2015/8/27,32.1,21671,37,28.4,23536,35,2700,25.84
2015/8/28,33.7,26826,35.4,32.1,24396,28.1,3129,27.34
2015/9/1,36.4,28909,35.8,33.7,21861,33,2805,29.18
2015/9/2,37.7,19574,38.33,36.4,23980,30.1,4203,31.28
2015/9/3,43.2,18205,41,37.7,20775,33.6,2715,33.66
2015/9/4,46.4,17747,42.33,43.2,21671,30.2,3815,36.62
2015/9/5,46.1,17040,43.5,46.4,26826,31.8,1998,39.48
2015/9/6,48.6,16360,43.83,46.1,28909,36,1918,41.96
2015/9/8,47.1,17547,45.33,48.6,19574,34.9,2301,44.4
2015/9/9,52.2,15931,47.5,47.1,18205,35.1,3340,46.28
2015/9/10,56.1,17377,48.67,52.2,17747,37.6,2151,48.08
2015/9/11,59.5,13859,49.83,56.1,17040,36.6,3322,50.02
2015/9/12,59,16567,52.17,59.5,16360,38.5,3208,52.7
2015/9/13,57.1,18757,54.67,59,17547,40.8,2975,54.78
2015/9/15,56.7,19863,55,57.1,15931,38.5,2411,56.78
2015/9/16,56.6,14624,55.83,56.7,17377,37.7,3665,57.68
2015/9/17,49.8,18094,54,56.6,13859,39.7,1276,57.78
2015/9/18,45.5,16110,54.67,49.8,16567,40.9,2177,55.84
2015/9/19,47.4,13315,54.67,45.5,18757,40.6,1640,53.14
2015/9/20,50,14520,54.67,47.4,19863,41,2283,51.2
2015/9/22,49.3,16343,56,50,14624,45.2,1625,49.86
2015/9/23,48.6,15898,54.67,49.3,18094,39.4,3399,48.4
2015/9/24,46.9,17341,54.17,48.6,16110,39.1,2736,48.16
2015/9/25,44.7,16510,52.67,46.9,13315,41.2,1670,48.44
2015/9/26,46.6,17635,49.67,44.7,14520,42.6,3026,47.9
2015/9/27,46.8,18762,50.5,46.6,16343,40.1,2199,47.22
2015/9/30,44.3,19668,50.25,46.8,15898,42.1,1575,46.72
2015/10/1,43.2,19126,49,44.3,17341,47.6,1143,45.86
2015/10/2,45,17081,48.5,43.2,16510,44.1,2620,45.12
2015/10/3,46.8,15637,48,45,17635,36.3,2832,45.18
2015/10/4,47.8,16635,47.5,46.8,18762,38.8,2986,45.22
2015/10/6,47.5,17130,47.4,47.8,19668,40.2,1782,45.42
2015/10/7,48.1,14433,48,47.5,19126,41.9,2728,46.06
2015/10/8,50.8,17574,49.17,48.1,17081,37.3,1945,47.04
2015/10/9,46.6,17760,49.5,50.8,15637,47.6,1617,48.2
2015/10/10,45.7,16700,50.83,46.6,16635,49.4,2033,48.16
2015/10/11,48.6,16416,50.83,45.7,17130,52.4,1202,47.74
2015/10/13,53.3,23383,50.83,48.6,14433,56.2,1549,47.96
2015/10/14,50.4,20802,51.67,53.3,17574,50,2826,49
2015/10/15,52,17562,51.67,50.4,17760,52.9,1100,48.92
2015/10/16,54.3,17250,52.33,52,16700,51.4,1801,50
2015/10/17,55.6,18505,52.67,54.3,16416,49.4,1859,51.72
2015/10/18,55.5,17325,52.67,55.6,23383,52.4,2392,53.12
2015/10/20,56.2,17777,52.83,55.5,20802,42.5,2214,53.56
2015/10/21,57.5,17115,56.33,56.2,17562,48.7,2985,54.72
2015/10/22,58.1,14701,56.67,57.5,17250,52.3,1663,55.82
2015/10/23,61.1,13366,58.17,58.1,18505,62.5,897,56.58
2015/10/24,62.7,14090,59.5,61.1,17325,54.4,999,57.68
2015/10/25,65.5,15253,59.83,62.7,17777,54.2,2407,59.12
2015/10/27,66.3,21112,60.17,65.5,17115,51.5,1841,60.98
2015/10/28,65.6,19479,61.5,66.3,14701,48.6,4249,62.74
2015/10/29,63.9,16729,61.5,65.6,13366,53.9,1302,64.24
2015/10/30,67.5,14240,62.67,63.9,14090,56.2,1326,64.8
2015/10/31,69.6,14936,62.83,67.5,15253,59.3,1206,65.76
2015/11/1,70.8,13398,64.83,69.6,21112,59.1,2039,66.58
2015/11/3,70.6,16085,65.4,70.8,19479,53.9,1842,67.48
2015/11/4,65.3,16977,66.4,70.6,16729,56.2,2972,68.48
2015/11/5,59.5,15306,66.8,65.3,14240,53.4,2296,68.76
2015/11/6,58.8,13916,68.4,59.5,14936,51.4,1326,67.16
2015/11/7,58.2,16589,68.4,58.8,13398,49.1,1531,65
2015/11/8,56.3,15073,66.2,58.2,16085,48.3,1658,62.48
2015/11/10,56.9,17060,64.6,56.3,16977,51.5,1129,59.62
2015/11/11,57.4,17596,59.6,56.9,15306,48.4,4123,57.94
2015/11/12,59.6,26205,53.4,57.4,13916,55.2,2797,57.52
2015/11/13,55,21307,52.8,59.6,16589,57.6,1515,57.68
2015/11/14,57.5,15354,51.6,55,15073,52.6,1130,57.04
2015/11/15,55.5,16290,49.4,57.5,17060,51.7,1412,57.28
2015/11/17,53.8,20383,49.4,55.5,17596,49.5,1213,57
2015/11/18,51.3,19980,49,53.8,26205,51.8,2937,56.28
2015/11/19,49.2,18375,48.4,51.3,21307,49.8,1414,54.62
2015/11/20,48.4,16125,46.8,49.2,15354,50.4,1010,53.46
2015/11/21,49.1,19123,46.8,48.4,16290,52.2,2298,51.64
2015/11/22,48.6,17835,46.6,49.1,20383,53.2,1405,50.36
2015/11/24,50.7,16797,46.8,48.6,19980,52.3,957,49.32
2015/11/25,54.8,19706,46.2,50.7,18375,57.2,4040,49.2
2015/11/26,55,24282,46.2,54.8,16125,56.7,2511,50.32
2015/11/27,54,21000,46.6,55,19123,57.7,1393,51.64
2015/11/28,54.5,18966,47.4,54,17835,51.5,1061,52.62
2015/11/29,54.9,17755,47.8,54.5,16797,60.9,1245,53.8
2015/12/1,53.5,17625,47.8,54.9,19706,56.1,882,54.64
2015/12/2,53.8,21014,49,53.5,24282,54.4,2654,54.38
2015/12/3,52.7,18608,49.8,53.8,21000,58.6,883,54.14
2015/12/4,49.8,22621,50,52.7,18966,60.6,1360,53.88
2015/12/5,47.1,23730,49.8,49.8,17755,54.4,1300,52.94
2015/12/6,46.3,20208,50.2,47.1,17625,56.6,1530,51.38
2015/12/8,49,15188,50.8,46.3,21014,56.8,1230,49.94
2015/12/9,51.7,22713,51,49,18608,54,2095,48.98
2015/12/10,54.2,18278,51,51.7,22621,59.1,1438,48.78
2015/12/11,54.3,22595,51.6,54.2,23730,58.9,2210,49.66
2015/12/12,54.3,21308,52.4,54.3,20208,62.5,953,51.1
2015/12/13,53.9,18958,52.6,54.3,15188,56.7,1062,52.7
2015/12/15,55,18300,52.6,53.9,22713,55.2,898,53.68
2015/12/16,53.2,18860,54,55,18278,58.2,2108,54.34
2015/12/17,52.9,18219,54.8,53.2,22595,59.5,1132,54.14
2015/12/18,52.9,16348,55.2,52.9,21308,61,1259,53.86
2015/12/19,51.9,16750,55.2,52.9,18958,56.5,1424,53.58
2015/12/20,52.7,18380,55.8,51.9,18300,57.4,1627,53.18
2015/12/22,55.2,19055,56,52.7,18860,58.9,1076,52.72
2015/12/23,55,20250,56,55.2,18219,57.8,1979,53.12
2015/12/24,55.6,19162,56.6,55,16348,59.2,1059,53.54
2015/12/25,57.8,22691,57,55.6,16750,67.4,1805,54.08
2015/12/26,56,19921,57,57.8,18380,58.3,1360,55.26
